"","Date","AAPL","AMZN","GOOGL","JNJ","JPM","META","MSFT","NVDA","PG","XOM","TSM","AVGO","ORCL"
"1","2013-01-02",16.6,12.87,17.96,49.25,31.5,27.81,22.24,0.29,47.64,52.04,12.86,2.37,28.76
"2","2013-01-03",16.39,12.92,17.97,49.19,31.44,27.58,21.94,0.29,47.34,51.95,12.85,2.38,28.45
"3","2013-01-04",15.93,12.96,18.33,49.75,32,28.56,21.53,0.3,47.44,52.19,12.76,2.36,28.7
"4","2013-01-07",15.84,13.42,18.25,49.64,32.03,29.22,21.49,0.29,47.11,51.59,12.57,2.35,28.55
"5","2013-01-08",15.88,13.32,18.21,49.65,32.09,28.86,21.38,0.29,47.04,51.91,12.46,2.34,28.56
"6","2013-01-09",15.63,13.32,18.33,49.87,32.07,30.38,21.5,0.28,47.29,51.71,12.46,2.39,28.57
"7","2013-01-10",15.83,13.27,18.42,50.19,32.55,31.08,21.31,0.28,47.56,52.27,12.91,2.44,28.95
"8","2013-01-11",15.73,13.4,18.38,50.3,32.55,31.5,21.61,0.28,47.53,52.57,12.89,2.5,28.9
"9","2013-01-14",15.17,13.64,17.96,50.45,32.36,30.74,21.66,0.28,47.81,52.55,12.79,2.52,28.99
"10","2013-01-15",14.69,13.6,18.01,50.32,32.69,29.89,21.91,0.28,47.98,52.52,12.71,2.46,28.77
"11","2013-01-16",15.3,13.45,17.76,50.46,33.02,29.64,21.78,0.28,47.99,52.49,12.64,2.51,28.72
"12","2013-01-17",15.2,13.52,17.67,50.69,32.76,29.93,21.94,0.28,48.22,52.92,12.97,2.53,28.71
"13","2013-01-18",15.11,13.61,17.5,50.92,32.77,29.45,21.94,0.28,48.41,53.27,12.88,2.51,29.11
"14","2013-01-22",15.26,13.51,17.46,50.54,32.83,30.52,21.86,0.28,48.42,53.34,12.9,2.51,28.96
"15","2013-01-23",15.54,13.41,18.42,50.65,32.61,30.61,22.23,0.28,48.93,53.21,12.98,2.5,28.76
"16","2013-01-24",13.62,13.67,18.73,50.83,32.71,30.86,22.25,0.28,48.74,53.59,12.65,2.47,28.97
"17","2013-01-25",13.3,14.2,18.72,51.4,33.26,31.32,22.45,0.29,50.7,53.82,12.61,2.49,29.34
"18","2013-01-28",13.6,13.8,18.65,51.19,32.9,32.24,22.48,0.29,51.06,53.45,12.44,2.51,29.47
"19","2013-01-29",13.85,13.02,18.72,51.74,33.24,30.58,22.56,0.28,51.91,53.83,12.61,2.52,29.67
"20","2013-01-30",13.81,13.64,18.72,51.51,33.24,31.02,22.43,0.28,51.97,53.19,12.64,2.55,29.34
"21","2013-01-31",13.77,13.27,18.77,51.4,33.19,30.77,22.11,0.28,52.02,52.78,12.6,2.6,29.44
"22","2013-02-01",13.71,13.25,19.26,51.58,33.75,29.52,22.49,0.29,52.55,52.82,12.83,2.64,30.02
"23","2013-02-04",13.37,13,18.85,51.53,33.63,27.92,22.1,0.28,52.08,52.3,12.71,2.56,29.13
"24","2013-02-05",13.84,13.34,19.02,51.91,34.41,28.44,22.15,0.29,52.4,52.65,12.91,2.58,29.42
"25","2013-02-06",13.83,13.11,19.13,52.42,34.29,28.85,22.02,0.28,52.71,52.68,12.81,2.59,29.1
"26","2013-02-07",14.24,13.01,19.22,52.19,34.02,28.45,21.97,0.28,52.71,52.1,13,2.54,28.66
"27","2013-02-08",14.44,13.1,19.51,52.48,34.3,28.35,22.19,0.29,52.43,52.32,13.1,2.57,28.94
"28","2013-02-11",14.59,12.86,19.43,52.43,34.32,28.06,22.44,0.29,52.47,52.12,13.13,2.58,28.99
"29","2013-02-12",14.23,12.94,19.39,52.7,34.66,27.18,22.45,0.29,52.59,52.23,13.14,2.56,29.11
"30","2013-02-13",14.2,13.47,19.44,52.61,34.34,27.72,22.57,0.29,52.99,52.35,13.08,2.56,29.01
"31","2013-02-14",14.19,13.46,19.57,52.71,34.72,28.3,22.58,0.29,53.14,52.26,13.19,2.59,28.94
"32","2013-02-15",13.99,13.25,19.69,52.95,34.48,28.12,22.56,0.29,52.98,52.17,13.16,2.56,28.86
"33","2013-02-19",13.99,13.49,20.04,53.51,34.88,28.73,22.78,0.29,53.56,52.74,13.6,2.59,29.35
"34","2013-02-20",13.65,13.32,19.68,53.29,34.29,28.26,22.63,0.29,53.35,52.53,13.42,2.52,29.03
"35","2013-02-21",13.56,13.3,19.76,53.45,34.03,27.09,22.32,0.28,53.32,52.31,13.27,2.45,28.42
"36","2013-02-22",13.71,13.27,19.86,53.44,34.5,26.94,22.54,0.29,53.29,52.67,13.42,2.48,28.81
"37","2013-02-25",13.46,12.99,19.64,52.96,33.65,27.08,22.22,0.28,52.55,51.78,12.96,2.4,28.42
"38","2013-02-26",13.65,12.97,19.62,53.09,33.58,27.2,22.22,0.29,52.66,52.26,12.65,2.41,28.46
"39","2013-02-27",13.52,13.16,19.86,53.49,34.76,26.68,22.58,0.29,53.12,52.86,12.91,2.45,28.76
"40","2013-02-28",13.42,13.21,19.9,53.34,34.51,27.06,22.57,0.29,52.73,52.87,12.96,2.49,28.39
"41","2013-03-01",13.09,13.29,20.02,53.76,34.5,27.59,22.69,0.3,52.94,52.8,12.96,2.45,28.71
"42","2013-03-04",12.77,13.66,20.4,54.11,34.63,27.53,22.86,0.29,53.07,52.52,12.88,2.44,29.06
"43","2013-03-05",13.11,13.78,20.83,54.43,34.91,27.33,23.02,0.3,53.33,52.91,13.02,2.5,29.4
"44","2013-03-06",12.94,13.69,20.65,54.24,35.29,27.26,22.81,0.3,53.43,52.88,12.87,2.53,29.73
"45","2013-03-07",13.09,13.69,20.68,54.49,35.71,28.38,22.85,0.3,53.23,52.38,12.82,2.54,29.8
"46","2013-03-08",13.13,13.71,20.65,54.8,35.41,27.77,22.74,0.3,53.42,52.53,12.72,2.57,29.61
"47","2013-03-11",13.31,13.56,20.73,54.98,35.61,27.94,22.63,0.29,53.54,52.64,12.59,2.57,29.75
"48","2013-03-12",13.03,13.71,20.56,55.06,35.47,27.64,22.66,0.3,53.41,52.64,12.59,2.58,29.38
"49","2013-03-13",13.02,13.76,20.5,55.05,35.38,26.89,22.67,0.3,53.16,52.7,12.78,2.62,29.5
"50","2013-03-14",13.15,13.29,20.4,55.44,35.97,26.85,22.85,0.3,53.57,53.04,12.82,2.67,30.1
"51","2013-03-15",13.49,13.09,20.23,55.5,35.28,26.47,22.77,0.29,52.84,52.77,12.53,2.62,30.13
"52","2013-03-18",13.86,12.89,20.06,55.23,34.92,26.31,22.82,0.29,52.71,52.41,12.24,2.57,29.88
"53","2013-03-19",13.82,12.82,20.15,55.27,34.7,26.37,22.88,0.29,53.37,52.3,12.13,2.57,29.59
"54","2013-03-20",13.75,12.86,20.24,55.68,34.65,25.68,23,0.29,53.7,52.33,12.25,2.61,29.66
"55","2013-03-21",13.77,12.67,20.15,55.37,34.1,25.56,22.82,0.29,53.44,52.06,12,2.6,26.78
"56","2013-03-22",14.04,12.89,20.13,55.89,34.41,25.55,22.94,0.29,53.48,52.72,12.12,2.62,26.52
"57","2013-03-25",14.1,12.8,20.11,55.84,34.22,24.96,22.87,0.29,53.07,52.56,12.04,2.6,25.91
"58","2013-03-26",14.02,13.02,20.18,56.66,34.31,25.04,22.87,0.29,53.57,53.21,12.12,2.62,26.15
"59","2013-03-27",13.75,13.27,19.94,56.96,33.69,25.91,23.04,0.29,53.34,53.48,12.2,2.61,26.49
"60","2013-03-28",13.46,13.32,19.73,57.14,33.48,25.4,23.23,0.3,53.34,53.2,12.21,2.63,26.81
"61","2013-04-01",13.04,13.08,19.9,57.42,33.74,25.35,23.23,0.29,53.78,53.59,12.13,2.59,26.87
"62","2013-04-02",13.07,13.17,20.19,57.95,34.05,25.24,23.39,0.29,54.65,53.48,12.15,2.55,27.15
"63","2013-04-03",13.13,12.95,20.02,57.52,33.25,26.07,23.19,0.28,54.07,53.1,11.89,2.51,26.87
"64","2013-04-04",13,12.95,19.75,57.76,33.71,26.88,23.22,0.28,54.36,53,11.95,2.53,26.84
"65","2013-04-05",12.87,12.77,19.45,57.5,34.01,27.2,23.3,0.29,54.15,52.55,11.88,2.51,26.56
"66","2013-04-08",12.96,12.95,19.25,56.85,34.48,26.66,23.21,0.29,54.53,52.31,11.96,2.54,26.83
"67","2013-04-09",12.98,13.06,19.31,57.13,34.55,26.41,24.04,0.29,54.17,52.41,12.04,2.54,27.4
"68","2013-04-10",13.25,13.24,19.63,57.48,34.96,27.38,24.59,0.3,54.85,52.36,12.21,2.59,27.97
"69","2013-04-11",13.21,13.49,19.63,57.69,35,27.83,23.5,0.3,55.14,52.68,12.32,2.61,27.88
"70","2013-04-12",13.07,13.64,19.62,57.99,34.79,27.21,23.38,0.3,55.43,52.54,12.29,2.55,27.74
"71","2013-04-15",12.77,13.39,19.42,57.27,34.02,26.34,23.3,0.3,55.13,51.07,12,2.47,27.2
"72","2013-04-16",12.96,13.62,19.71,58.48,34.42,26.73,23.52,0.3,55.44,51.14,12.24,2.53,27.71
"73","2013-04-17",12.25,13.37,19.44,58.8,33.21,26.45,23.41,0.3,54.72,50.82,12.13,2.37,26.94
"74","2013-04-18",11.92,12.97,19.02,58.3,33.1,25.51,23.38,0.29,55.28,51.14,12.74,2.29,26.63
"75","2013-04-19",11.87,13.02,19.87,59.22,33.52,25.55,24.17,0.29,56.36,51.63,13.35,2.29,26.84
"76","2013-04-22",12.12,13.18,19.87,59.45,33.61,25.79,25.03,0.29,56.34,52.01,13.14,2.31,26.96
"77","2013-04-23",12.35,13.44,20.07,59.89,34.19,25.8,24.85,0.3,57.13,52.72,12.98,2.37,26.91
"78","2013-04-24",12.33,13.44,20.2,59.15,34.58,25.93,25.79,0.31,53.77,52.8,13.1,2.39,26.96
"79","2013-04-25",12.42,13.73,20.1,59.73,34.78,25.96,25.93,0.31,53.39,52,13.27,2.39,26.76
"80","2013-04-26",12.69,12.74,19.91,59.66,34.69,26.66,25.81,0.31,53.76,51.96,13.16,2.35,26.83
"81","2013-04-29",13.08,12.49,20.34,59.98,34.72,26.79,26.48,0.31,54.16,52.08,13.37,2.38,26.73
"82","2013-04-30",13.46,12.69,20.48,59.73,34.79,27.58,26.88,0.32,53.53,52.54,13.55,2.34,27.18
"83","2013-05-01",13.36,12.41,20.38,59.03,34.08,27.24,26.57,0.32,53.68,51.67,13.57,2.29,27.5
"84","2013-05-02",13.55,12.63,20.61,59.69,34.13,28.77,26.93,0.32,54.22,52.33,13.87,2.35,27.93
"85","2013-05-03",13.68,12.9,21.01,60.1,33.76,28.11,27.19,0.32,54.52,53.15,13.79,2.33,27.68
"86","2013-05-06",14.01,12.79,21.4,59.35,34.2,27.38,27.4,0.32,54.21,53.48,13.89,2.4,27.79
"87","2013-05-07",13.95,12.89,21.29,59.94,34.88,26.7,27.05,0.32,54.34,53.82,13.83,2.38,27.58
"88","2013-05-08",14.1,12.93,21.7,59.9,35.32,26.93,26.79,0.32,54.69,54.14,14.35,2.45,27.74
"89","2013-05-09",13.98,13.01,21.65,59.68,34.81,26.85,26.52,0.32,54.53,54.12,14.35,2.48,27.94
"90","2013-05-10",13.86,13.18,21.86,60.11,34.75,26.49,26.54,0.34,54.91,53.59,14.33,2.49,28.21
"91","2013-05-13",13.92,13.23,21.8,60.17,35.25,26.63,26.82,0.33,54.8,53.56,14.16,2.46,28.01
"92","2013-05-14",13.59,13.42,22.03,60.95,35.65,26.88,27.42,0.34,55.41,54.16,14.13,2.47,27.92
"93","2013-05-15",13.13,13.33,22.75,61.42,36.26,26.42,27.68,0.34,56.25,54.24,14.06,2.5,28.18
"94","2013-05-16",13.3,13.21,22.45,61.29,36.18,25.95,27.87,0.34,55.92,53.92,13.81,2.5,28.5
"95","2013-05-17",13.26,13.49,22.58,61.74,37.12,26.07,28.51,0.35,55.79,54.55,13.86,2.52,29.05
"96","2013-05-20",13.56,13.38,22.57,61.68,37.11,25.58,28.68,0.34,55.14,55,13.76,2.52,28.94
"97","2013-05-21",13.46,13.44,22.53,62.09,37.63,25.48,28.5,0.35,54.94,55.17,13.66,2.57,29.1
"98","2013-05-22",13.51,13.15,22.09,62,38.06,24.99,28.3,0.34,54.96,54.81,13.42,2.53,28.29
"99","2013-05-23",13.53,13.09,21.93,61.58,37.87,24.89,27.92,0.34,54.87,54.57,13.32,2.49,28.38
"100","2013-05-24",13.62,13.09,21.69,61.31,38.09,24.14,28.02,0.34,57.09,54.41,13.4,2.49,28.23
"101","2013-05-28",13.51,13.36,21.89,61.86,38.75,23.93,28.64,0.34,56.38,54.92,13.53,2.52,28.63
"102","2013-05-29",13.62,13.28,21.57,60.48,38.8,23.16,28.52,0.34,55.01,54.74,13.67,2.52,28.52
"103","2013-05-30",13.82,13.34,21.63,60.72,39.48,24.38,28.64,0.34,55.14,54.75,13.47,2.77,28.47
"104","2013-05-31",13.76,13.46,21.64,59.44,38.75,24.18,28.54,0.34,53.52,53.78,13.25,2.76,28.01
"105","2013-06-03",13.79,13.34,21.55,59.82,38.68,23.68,29.1,0.34,54.15,54.37,13.29,2.73,28.52
"106","2013-06-04",13.75,13.28,21.34,59.39,38.36,23.36,28.61,0.34,53.95,53.97,13.45,2.77,28.32
"107","2013-06-05",13.62,13.36,21.35,59.09,37.64,22.74,28.44,0.33,53.45,53.3,13.25,2.71,28.29
"108","2013-06-06",13.42,13.39,21.48,59.64,37.97,22.81,28.59,0.33,53.56,53.64,13.21,2.69,27.65
"109","2013-06-07",13.52,13.84,21.85,59.96,38.52,23.13,29.17,0.34,54.21,54.37,13.27,2.73,28.03
"110","2013-06-10",13.43,14.05,22.11,60.12,38.58,24.16,29,0.34,54.43,54.17,13.36,2.69,28.23
"111","2013-06-11",13.39,13.74,21.85,59.8,37.97,23.86,28.49,0.33,54.47,53.78,13.15,2.65,27.84
"112","2013-06-12",13.23,13.58,21.66,59.13,37.75,23.61,28.62,0.33,54.11,53.35,13.04,2.63,27.79
"113","2013-06-13",13.34,13.79,21.78,59.96,38.45,23.57,28.39,0.34,54.68,54.3,12.98,2.73,28.4
"114","2013-06-14",13.16,13.7,21.73,59.96,37.71,23.47,28.13,0.33,54.41,53.85,12.78,2.77,28
"115","2013-06-17",13.22,13.9,22.01,60.47,38.22,23.85,28.62,0.34,55.05,54.4,12.87,2.8,28.42
"116","2013-06-18",13.21,14.09,22.37,60.98,38.41,24.04,28.6,0.34,55.11,54.65,13.09,2.85,28.52
"117","2013-06-19",12.95,13.91,22.37,59.92,38.01,24.14,28.28,0.35,54.11,54.1,12.78,2.8,28.27
"118","2013-06-20",12.76,13.67,21.97,58.34,37.25,23.73,27.38,0.34,52.47,52.94,12.37,2.73,27.54
"119","2013-06-21",12.66,13.67,21.88,58.75,36.88,24.36,27.2,0.34,53.99,53.2,12.2,2.75,24.99
"120","2013-06-24",12.32,13.53,21.6,59.75,36.14,23.77,27.57,0.33,53.39,52.6,12.02,2.7,25.02
"121","2013-06-25",12.32,13.6,21.51,60.27,36.96,24.08,27.53,0.33,53.47,52.98,12.45,2.73,24.84
"122","2013-06-26",12.18,13.88,21.7,61.43,37.26,23.99,28.09,0.33,53.97,53.39,12.53,2.74,24.99
"123","2013-06-27",12.05,13.88,21.78,61.23,37.72,24.49,28.31,0.33,54.15,53.53,12.73,2.75,25.25
"124","2013-06-28",12.14,13.88,21.87,60.63,37.47,24.71,28.24,0.33,53.68,53.71,13.01,2.75,25.46
"125","2013-07-01",12.52,14.1,22.05,61.17,37.26,24.64,28.1,0.33,54.4,53.68,13.1,2.77,24.97
"126","2013-07-02",12.81,14.19,21.91,61.13,37.75,24.24,27.75,0.33,54.69,53.89,13.14,2.83,24.96
"127","2013-07-03",12.88,14.2,22.02,61.28,37.73,24.35,27.81,0.33,54.78,53.92,13.23,2.84,25.46
"128","2013-07-05",12.78,14.29,22.19,62.05,38.6,24.2,27.97,0.33,54.62,54.44,13.29,2.86,25.86
"129","2013-07-08",12.7,14.53,22.48,62.56,39.11,24.54,28.07,0.33,54.91,54.84,12.85,2.74,26.24
"130","2013-07-09",12.93,14.58,22.48,62.76,39.24,25.3,28.09,0.33,55.48,55.49,13.02,2.77,26.14
"131","2013-07-10",12.88,14.62,22.5,63.01,39.2,25.62,28.37,0.34,55.64,55.18,13.02,2.82,25.99
"132","2013-07-11",13.08,14.98,22.86,63.32,39.42,25.63,29.18,0.34,56.32,55.45,13.54,2.84,26.52
"133","2013-07-12",13.05,15.38,22.92,63.54,39.3,25.73,29.17,0.34,56.86,55.53,13.46,2.87,26.01
"134","2013-07-15",13.08,15.33,22.97,63.83,39.24,26.1,29.58,0.34,56.83,55.44,13.43,2.8,26.64
"135","2013-07-16",13.17,15.34,22.84,63.83,39.33,26.14,29.66,0.34,56.46,55.47,13.46,2.86,26.63
"136","2013-07-17",13.17,15.43,22.81,63.64,39.51,26.47,29.22,0.34,56.26,55.56,13.47,2.86,26.77
"137","2013-07-18",13.21,15.21,22.62,63.67,40.3,26,28.98,0.34,56.41,56.11,12.27,2.77,26.64
"138","2013-07-19",13.01,15.26,22.27,65.13,40.15,25.7,25.68,0.33,57.16,56.58,12.04,2.79,26.52
"139","2013-07-22",13.05,15.17,22.62,65.16,40.44,25.87,26.17,0.33,57.05,56.38,12.13,2.78,26.53
"140","2013-07-23",12.82,15.05,22.45,65.26,40.52,25.95,26.02,0.33,56.86,56.6,12.22,2.77,26.69
"141","2013-07-24",13.48,14.95,22.43,65.22,40.49,26.33,26.13,0.33,56.39,56.47,12.43,2.71,26.96
"142","2013-07-25",13.42,15.17,22.05,65.37,40.39,34.12,25.67,0.33,56.49,56.46,12.54,2.72,26.94
"143","2013-07-26",13.5,15.6,21.99,65.55,40.07,33.77,25.86,0.33,56.47,56.35,12.34,2.71,27.08
"144","2013-07-29",13.71,15.31,21.91,65.82,39.82,35.18,25.79,0.33,56.26,55.9,12.19,2.69,27.03
"145","2013-07-30",13.87,15.12,22.13,65.79,39.56,37.37,26.04,0.34,56.51,55.77,12.39,2.71,27.09
"146","2013-07-31",13.85,15.06,22.05,66.02,39.84,36.54,26.03,0.34,56.41,55.73,12.4,2.7,26.93
"147","2013-08-01",13.98,15.28,22.46,66.21,40.42,37.23,25.9,0.34,57.35,55.13,12.59,2.75,27.26
"148","2013-08-02",14.16,15.21,22.52,66.65,40.39,37.79,26.08,0.34,57.1,54.66,12.27,2.76,27.11
"149","2013-08-05",14.37,15.05,22.48,66.23,40.11,38.92,25.92,0.35,57.18,54.45,12.28,2.72,27.28
"150","2013-08-06",14.24,15.04,22.27,66.24,39.67,38.28,25.82,0.34,57.42,54.38,12.11,2.71,27.47
"151","2013-08-07",14.23,14.85,22.12,66.14,39.54,38.6,26.21,0.34,57.57,54.3,11.81,2.74,27.32
"152","2013-08-08",14.2,14.79,22.17,65.91,39.2,38.27,26.89,0.34,57.72,54.56,11.84,2.75,27.48
"153","2013-08-09",14,14.86,22.12,65.22,38.98,38.23,26.74,0.34,57.35,54.31,11.83,2.71,27.4
"154","2013-08-12",14.4,14.83,21.99,64.96,38.67,37.95,26.88,0.34,57.33,53.81,11.72,2.77,27.68
"155","2013-08-13",15.08,14.7,21.89,65.68,38.81,36.76,26.54,0.34,57.36,53.52,11.88,2.8,27.68
"156","2013-08-14",15.36,14.57,21.6,64.05,38.71,36.4,26.64,0.35,57.08,53.25,11.72,2.74,27.94
"157","2013-08-15",15.34,14.32,21.35,63.23,38.1,36.31,26.18,0.35,56.53,52.77,11.68,2.65,27.24
"158","2013-08-16",15.48,14.24,21.28,63.11,38.1,36.82,26.19,0.35,56.13,52.62,11.66,2.67,26.98
"159","2013-08-19",15.64,14.28,21.5,63.87,37.06,37.55,25.85,0.35,55.91,52.03,11.54,2.67,26.68
"160","2013-08-20",15.44,14.35,21.49,63.36,37.26,38.14,26.04,0.35,55.87,51.98,11.56,2.71,26.8
"161","2013-08-21",15.48,14.23,21.59,62.7,36.91,38.05,26.03,0.35,55.76,51.73,11.5,2.69,26.88
"162","2013-08-22",15.5,14.49,21.7,62.32,37.33,38.28,26.67,0.35,56.04,52.07,11.72,2.69,26.97
"163","2013-08-23",15.44,14.5,21.61,62.9,37.41,40.27,28.61,0.35,56.2,52.39,11.84,2.7,26.44
"164","2013-08-26",15.5,14.31,21.52,62.27,37.03,41.05,28.12,0.35,55.17,52.13,11.87,2.76,26.92
"165","2013-08-27",15.05,14.05,21.12,61.31,36.18,39.37,27.39,0.35,54.77,51.97,11.67,2.69,26.45
"166","2013-08-28",15.12,14.08,21.08,61.56,36.16,40.27,27.19,0.35,53.98,53.18,11.87,2.82,26.35
"167","2013-08-29",15.15,14.2,21.25,61.59,36.25,40.99,27.63,0.35,54.31,52.24,12.17,2.87,26.39
"168","2013-08-30",15.01,14.05,21.03,61.48,36.13,41,27.5,0.35,54.71,52.17,12.09,2.83,26.52
"169","2013-09-03",15.05,14.44,21.37,61.48,36.56,41.58,26.25,0.35,54.62,52.17,12.34,2.82,26.65
"170","2013-09-04",15.36,14.68,21.65,61.82,37.08,41.49,25.69,0.35,54.43,52.53,12.31,2.87,26.9
"171","2013-09-05",15.26,14.7,21.85,61.92,37.26,42.36,25.72,0.35,54.19,52.29,12.54,2.85,26.85
"172","2013-09-06",15.35,14.79,21.85,62.01,37.58,43.65,25.65,0.35,54.19,52.23,12.42,2.84,26.8
"173","2013-09-09",15.59,14.99,22.06,62.29,37.79,43.73,26.07,0.35,54.9,52.7,12.63,2.85,27.26
"174","2013-09-10",15.24,15.02,22.07,62.98,38.37,43.3,26.67,0.36,54.76,52.57,12.76,2.92,27.35
"175","2013-09-11",14.41,14.98,22.26,63.48,38.08,44.73,26.96,0.37,54.98,53.18,12.73,2.89,27.48
"176","2013-09-12",14.56,14.94,22.18,63.33,37.35,44.44,26.92,0.37,54.97,52.67,12.62,2.87,27.29
"177","2013-09-13",14.32,14.9,22.08,63.01,37.6,44,27.2,0.37,55.53,52.92,12.65,2.87,27.02
"178","2013-09-16",13.87,14.8,22.05,63.34,37.99,42.22,27.01,0.37,56.31,53.08,12.86,2.89,27.44
"179","2013-09-17",14.03,15.21,22.01,63.36,37.96,44.76,27.12,0.37,56.08,53.24,12.91,2.97,27.68
"180","2013-09-18",14.32,15.6,22.44,63.97,38.19,44.92,27.44,0.38,56.41,53.62,12.86,3.01,28.19
"181","2013-09-19",14.55,15.6,22.31,64.08,37.71,45.66,27.7,0.37,56.28,53.44,12.85,3.02,28.21
"182","2013-09-20",14.4,15.82,22.43,63.8,37.75,47.16,27,0.37,55.77,53.07,12.64,3.08,28.34
"183","2013-09-23",15.12,15.57,22.02,63.38,36.79,46.86,26.96,0.37,55.69,52.53,12.89,3.1,28.25
"184","2013-09-24",15.07,15.71,22.03,62.76,35.98,48.11,26.72,0.37,55.23,52.29,12.82,3.14,28
"185","2013-09-25",14.84,15.63,21.79,61.95,36.96,49.12,26.77,0.37,54.6,52.16,12.64,3.12,28.19
"186","2013-09-26",14.98,15.91,21.81,61.95,37.1,50.04,26.98,0.37,54.83,52.12,12.64,3.13,28.14
"187","2013-09-27",14.87,15.8,21.77,61.7,37.35,50.88,27.4,0.37,54.24,52.02,12.46,3.16,28.12
"188","2013-09-30",14.69,15.63,21.76,61.68,36.96,49.88,27.4,0.36,53.1,51.5,12.38,3.19,27.61
"189","2013-10-01",15.03,16.05,22.03,62.23,37.15,50.07,27.65,0.36,53.5,51.48,12.72,3.21,27.88
"190","2013-10-02",15.08,16.03,22.06,62.1,37.52,49.93,27.93,0.36,53.34,51.53,12.75,3.21,28.03
"191","2013-10-03",14.89,15.74,21.76,61.6,37.41,48.84,27.88,0.36,53.27,51.18,12.92,3.2,27.67
"192","2013-10-04",14.88,15.95,21.67,62.12,37.93,50.69,27.9,0.37,53.4,51.67,12.91,3.22,27.74
"193","2013-10-07",15.03,15.5,21.5,61.6,37.33,50.17,27.42,0.37,53.14,51.42,12.86,3.18,27.43
"194","2013-10-08",14.82,15.16,21.2,60.91,36.64,46.81,27.18,0.36,53.62,51.19,12.75,3.15,27.04
"195","2013-10-09",14.99,14.91,21.26,61.16,36.55,46.45,27.23,0.36,54.05,50.98,12.6,3.12,26.89
"196","2013-10-10",15.09,15.26,21.56,62.45,37.83,48.71,27.8,0.36,54.71,51.5,12.9,3.22,27.56
"197","2013-10-11",15.18,15.54,21.66,63.64,37.82,48.77,28.1,0.36,55.13,52.05,13.21,3.2,27.78
"198","2013-10-14",15.28,15.53,21.76,63.89,37.96,49.17,28.37,0.36,55.31,52.44,13.15,3.27,27.8
"199","2013-10-15",15.36,15.32,21.91,63.98,37.67,49.16,28.4,0.36,54.51,51.95,13.25,3.24,27.36
"200","2013-10-16",15.44,15.52,22.3,64.82,38.89,50.79,28.52,0.37,55.46,52.26,13.35,3.29,27.58
"201","2013-10-17",15.54,15.54,22.08,65.43,39.04,51.85,28.75,0.37,56.23,52.37,13.62,3.34,27.46
"202","2013-10-18",15.68,16.45,25.12,65.19,39.11,53.84,28.79,0.37,56.22,52.41,13.93,3.41,27.48
"203","2013-10-21",16.06,16.32,24.92,64.88,39.09,53.48,28.81,0.37,55.91,52.22,13.86,3.48,27.52
"204","2013-10-22",16.02,16.63,25.01,65.71,38.62,52.31,28.47,0.37,56.91,52.67,13.99,3.47,27.48
"205","2013-10-23",16.17,16.34,25.62,65.52,37.99,51.54,27.8,0.36,57.28,52.44,13.67,3.36,27.32
"206","2013-10-24",16.39,16.61,25.47,65.7,37.8,52.09,27.77,0.36,57.07,52.93,13.64,3.37,27.63
"207","2013-10-25",16.2,18.17,25.21,65.52,38.01,51.59,29.42,0.36,56.64,52.66,13.48,3.38,27.69
"208","2013-10-28",16.32,17.91,25.21,65.73,37.94,49.88,29.29,0.36,57.56,52.82,13.59,3.37,27.68
"209","2013-10-29",15.92,18.14,25.74,66.26,37.98,49.06,29.25,0.36,58.38,53.23,13.7,3.39,28.16
"210","2013-10-30",16.17,18.05,25.59,66.02,37.88,48.67,29.27,0.36,57.71,53.16,13.56,3.32,28.01
"211","2013-10-31",16.1,18.2,25.6,65.89,37.12,49.86,29.16,0.36,57.17,53.65,13.44,3.36,27.98
"212","2013-11-01",16.02,17.95,25.51,66.43,37.82,49.4,29.26,0.36,57.45,53.77,13.48,3.31,28.01
"213","2013-11-04",16.23,17.94,25.49,66.19,37.48,47.89,29.59,0.35,57.58,55.13,13.39,3.33,28.16
"214","2013-11-05",16.19,17.94,25.37,66.03,37.41,49.76,30.17,0.35,57.65,55.07,13.2,3.33,27.98
"215","2013-11-06",16.14,17.81,25.4,66.19,37.52,48.78,31.44,0.35,58.63,55.8,13.34,3.36,28.46
"216","2013-11-07",15.88,17.18,25.03,65.94,37.2,47.23,30.88,0.34,58.28,55.42,13.24,3.23,28.4
"217","2013-11-08",16.13,17.52,25.24,66.91,38.86,47.2,31.11,0.36,58.41,55.89,13.15,3.28,28.69
"218","2013-11-11",16.08,17.72,25.1,67.08,38.96,45.88,30.95,0.37,58.24,56.03,12.94,3.27,28.71
"219","2013-11-12",16.11,17.48,25.13,66.56,38.87,46.29,30.76,0.37,58.62,55.85,13,3.34,28.99
"220","2013-11-13",16.13,17.81,25.64,66.41,38.99,48.37,31.42,0.38,59.11,55.8,12.86,3.36,29.24
"221","2013-11-14",16.37,18.37,25.71,66.82,39.18,48.65,31.31,0.38,59.69,56.18,12.78,3.18,28.72
"222","2013-11-15",16.27,18.46,25.67,67.15,39.52,48.67,31.16,0.38,60.06,57.42,12.89,3.3,29.17
"223","2013-11-18",16.07,18.31,25.62,67.09,40.14,45.51,30.63,0.37,59.87,57.53,12.92,3.25,29.18
"224","2013-11-19",16.1,18.25,25.46,67.49,40.44,46.04,30.48,0.36,59.71,57.51,12.83,3.18,29.04
"225","2013-11-20",15.96,18.13,25.39,67.69,40.4,46.11,30.76,0.36,59.96,57.06,12.81,3.16,29.03
