"","Date","AAPL","AMZN","GOOGL","JNJ","JPM","META","MSFT","NVDA","PG","XOM","TSM","AVGO","ORCL"
"954","2016-10-13",26.8,41.46,39.9,91.55,52.97,126.93,50.86,1.61,68.21,56.94,24.4,13.04,33.11
"955","2016-10-14",26.95,41.15,39.93,91.01,52.8,126.99,51.31,1.62,68.36,56.93,24.5,13.13,33.44
"956","2016-10-17",26.93,40.65,40.04,91.73,52.53,126.66,51.13,1.61,67.9,56.93,24.43,13.03,33.34
"957","2016-10-18",26.91,40.88,40.77,89.35,52.94,127.68,51.53,1.64,67.6,57.08,24.66,13.29,33.45
"958","2016-10-19",26.83,40.88,41.03,88.71,53.45,129.21,51.41,1.63,66.64,57.34,24.76,13.26,33.39
"959","2016-10-20",26.82,40.52,40.77,88.93,53.38,129.1,51.16,1.67,66.16,57.37,24.82,13.38,33.16
"960","2016-10-21",26.71,40.95,40.89,87.82,53.56,131.15,53.31,1.66,65.69,56.98,24.84,13.34,33.03
"961","2016-10-24",26.95,41.9,41.47,87.95,53.85,132.36,54.51,1.74,65.51,57.17,25.1,13.62,33.32
"962","2016-10-25",27.09,41.76,41.12,88.22,53.8,131.37,54.5,1.77,67.75,57.05,25.21,13.4,33.4
"963","2016-10-26",26.48,41.13,40.8,88.69,54.06,130.13,54.18,1.77,68.08,57.29,24.94,13.35,33.36
"964","2016-10-27",26.23,40.92,40.56,89.57,54.14,128.79,53.71,1.74,67.45,57.18,24.59,13.29,33.28
"965","2016-10-28",26.05,38.82,40.67,89.29,54.04,130.38,53.5,1.74,67.65,55.77,24.59,13.07,33.23
"966","2016-10-31",26.01,39.49,40.19,89.8,54.16,130.08,53.54,1.75,67.62,54.81,24.85,13.14,33.45
"967","2016-11-01",25.54,39.27,39.97,89.29,53.93,128.6,53.44,1.7,67.66,55.03,24.54,13.03,33.49
"968","2016-11-02",25.56,38.28,39.13,88.92,53.71,126.29,53.11,1.69,67.57,54.9,24.29,13.32,33.11
"969","2016-11-03",25.29,38.35,38.82,89.05,53.47,119.17,52.91,1.67,67.46,55.04,24.2,13.35,33.36
"970","2016-11-04",25.06,37.75,38.76,89.12,52.99,119.91,52.46,1.66,66.28,54.98,24.17,13.29,33.33
"971","2016-11-07",25.42,39.25,39.8,90.32,54.64,121.3,53.99,1.75,67.43,56.21,25.05,13.66,34.04
"972","2016-11-08",25.57,39.39,40.29,90.62,54.76,123.36,54.04,1.75,68.13,56.62,25.04,13.66,34.07
"973","2016-11-09",25.53,38.59,39.98,93.14,57.28,122.33,53.77,1.72,66.94,57.24,24.45,13.38,34.44
"974","2016-11-10",24.82,37.12,38.72,92.54,59.94,119.96,52.45,1.67,64.63,57.77,23.53,12.96,34.46
"975","2016-11-11",24.97,36.95,38.3,91.72,59.97,118.19,52.74,2.16,65.11,56.86,23.92,12.93,34.35
"976","2016-11-14",24.34,35.95,37.38,90.27,62.18,114.28,51.94,2.06,64.66,56.6,23.05,12.64,34.22
"977","2016-11-15",24.66,37.16,38.47,90.05,62.06,116.39,52.96,2.12,65.14,57.62,23.33,12.85,34.1
"978","2016-11-16",25.33,37.32,38.71,90.08,60.53,115.53,53.66,2.25,64.8,56.91,23.86,12.95,34.57
"979","2016-11-17",25.32,37.82,39.01,90.25,61.01,116.97,54.55,2.27,64.71,56.56,23.55,12.89,35.05
"980","2016-11-18",25.34,38.01,38.51,89.93,60.77,116.21,54.29,2.3,63.88,56.6,23.55,12.98,34.71
"981","2016-11-21",25.73,39,38.95,89.65,61.03,120.93,54.75,2.29,64.38,57.4,23.69,13.32,34.73
"982","2016-11-22",25.74,39.27,38.96,87.88,61.41,120.63,54.99,2.3,64.47,57.53,23.9,13.66,34.91
"983","2016-11-23",25.61,39.01,38.66,88.14,61.67,120,54.34,2.31,64.41,57.69,23.89,13.67,34.91
"984","2016-11-25",25.74,39.02,38.72,88.97,61.64,119.54,54.46,2.32,65.02,57.82,23.7,13.64,35.06
"985","2016-11-28",25.69,38.34,38.99,88.19,61.24,119.57,54.53,2.32,64.71,57.39,23.7,13.48,35.09
"986","2016-11-29",25.67,38.13,39.18,87.68,61.71,120.03,54.96,2.3,64.57,57.01,23.61,13.54,35.31
"987","2016-11-30",25.45,37.53,38.5,86.76,62.69,117.6,54.21,2.27,64.24,57.94,23.73,13.16,34.99
"988","2016-12-01",25.21,37.18,37.93,86.82,63.96,114.3,53.26,2.16,63.77,57.9,22.82,12.56,33.7
"989","2016-12-02",25.31,37.02,37.94,87.28,63.81,114.6,53.3,2.18,64.19,57.77,23.06,12.67,33.52
"990","2016-12-05",25.12,37.97,38.62,87.26,65.11,116.62,54.18,2.26,64.65,58.06,23.19,12.82,33.93
"991","2016-12-06",25.32,38.24,38.52,87.35,65.44,116.5,53.93,2.3,64.59,58.11,23.58,12.71,34.37
"992","2016-12-07",25.57,38.52,39.28,86.61,65.74,117.13,55.21,2.34,65.58,58.45,23.92,13.01,35.11
"993","2016-12-08",25.82,38.37,39.46,86.52,66.56,118.09,54.89,2.3,65.05,58.62,24.01,13.17,35.13
"994","2016-12-09",26.24,38.43,40.17,87.51,66.85,118.85,55.75,2.26,65.72,59.07,24.07,13.82,35.28
"995","2016-12-12",26.09,38.01,40.09,89.93,66.26,116.95,55.93,2.21,66.32,60.38,23.89,13.75,35.27
"996","2016-12-13",26.52,38.72,40.46,90.34,66.28,119.48,56.66,2.25,66.35,61.44,24.26,13.85,35.49
"997","2016-12-14",26.52,38.44,40.59,89.64,66.26,119.38,56.39,2.38,65.72,60.12,23.87,13.79,35.59
"998","2016-12-15",26.67,38.05,40.48,90.34,67.25,119.73,56.3,2.43,65.97,60.32,24.1,13.97,35.58
"999","2016-12-16",26.7,37.89,40.19,90.33,66.42,119.04,56.05,2.47,65.97,60.51,23.56,13.85,34.04
"1000","2016-12-19",26.86,38.3,40.32,90.44,66.8,118.41,57.23,2.5,65.99,60.01,23.39,14.01,33.87
"1001","2016-12-20",26.93,38.56,40.45,90.16,67.66,118.26,57.16,2.59,65.88,60.02,23.42,14.13,33.96
"1002","2016-12-21",26.96,38.53,40.31,89.89,67.84,118.21,57.16,2.61,65.65,59.92,23.29,14.15,33.81
"1003","2016-12-22",26.78,38.32,40.18,89.99,67.95,116.59,57.17,2.64,65.8,60.31,22.97,14.02,33.92
"1004","2016-12-23",26.83,38.03,40.09,90.39,68.07,116.46,56.89,2.7,66.18,60.2,23.21,14.12,33.77
"1005","2016-12-27",27,38.57,40.19,90.35,68.13,117.19,56.93,2.89,65.9,60.23,23.25,14.15,33.8
"1006","2016-12-28",26.89,38.61,39.93,89.72,67.64,116.11,56.67,2.69,65.49,59.93,23.27,13.99,33.68
"1007","2016-12-29",26.88,38.26,39.84,90.03,67.16,115.54,56.59,2.74,65.71,59.96,23.28,13.96,33.69
"1008","2016-12-30",26.67,37.49,39.33,89.81,67.48,114.25,55.9,2.63,65.5,59.9,22.97,13.72,33.48
"1009","2017-01-03",26.75,37.68,40.1,90.3,68.21,116.05,56.3,2.51,65.59,60.32,23.42,13.84,33.7
"1010","2017-01-04",26.72,37.86,40.09,90.15,68.34,117.87,56.05,2.57,65.83,59.66,23.41,13.74,33.86
"1011","2017-01-05",26.85,39.02,40.35,91.1,67.71,119.83,56.05,2.51,66.26,58.77,23.81,13.53,33.78
"1012","2017-01-06",27.15,39.8,40.95,90.66,67.72,122.55,56.53,2.54,66.24,58.74,23.68,13.71,33.61
"1013","2017-01-09",27.4,39.85,41.05,90.64,67.76,124.03,56.35,2.64,65.75,57.77,24.01,13.74,34.12
"1014","2017-01-10",27.43,39.79,40.99,90.55,67.96,123.49,56.34,2.62,65.04,57.03,24.03,14.01,33.79
"1015","2017-01-11",27.57,39.95,41.18,89.43,68.47,125.22,56.85,2.59,65.24,57.61,24.11,13.93,34.19
"1016","2017-01-12",27.46,40.68,41.17,89.35,67.81,125.74,56.33,2.55,65.31,57.3,23.41,13.88,34.26
"1017","2017-01-13",27.41,40.86,41.24,89.33,68.17,127.45,56.41,2.55,65.44,57.31,23.53,14.01,34.32
"1018","2017-01-17",27.63,40.49,41.06,89.54,65.7,126.98,56.25,2.49,66.38,57.98,23.67,13.9,34.18
"1019","2017-01-18",27.63,40.37,41.14,89.41,66,127.03,56.23,2.54,66.68,57.26,23.57,14.36,34.26
"1020","2017-01-19",27.58,40.45,40.91,89.02,65.5,126.67,56.05,2.59,66.5,56.23,23.68,14.4,34.27
"1021","2017-01-20",27.63,40.42,41.1,88.98,65.79,126.16,56.44,2.56,68.66,57,24.03,14.83,34.85
"1022","2017-01-23",27.65,40.89,41.9,88.8,65.82,128.04,56.64,2.59,68.28,56.39,24.24,14.82,34.68
"1023","2017-01-24",27.63,41.12,42.16,87.12,66.62,128.47,57.14,2.64,68.99,56.47,24.63,15.35,35.05
"1024","2017-01-25",28.07,41.83,42.6,87.93,67.65,130.57,57.29,2.65,68.44,56.64,25.02,15.72,35.09
"1025","2017-01-26",28.08,41.96,42.53,87.18,68.21,131.86,57.82,2.7,68,56.81,24.86,15.85,35.08
"1026","2017-01-27",28.08,41.79,41.93,88.38,68.35,131.26,59.18,2.75,68.09,56.75,24.97,15.97,35.16
"1027","2017-01-30",28.01,41.52,40.88,88.19,67.65,130.07,58.59,2.71,68.11,56.32,24.92,15.77,35.16
"1028","2017-01-31",27.94,41.17,40.7,88.28,66.55,129.42,58.16,2.69,68.78,55.68,24.7,15.48,35.06
"1029","2017-02-01",29.65,41.62,40.46,88.27,66.8,132.31,57.2,2.81,68.57,55.05,24.84,15.81,34.82
"1030","2017-02-02",29.6,42,40.61,88.53,66.51,129.93,56.83,2.84,68.91,55.38,24.6,15.84,34.95
"1031","2017-02-03",29.72,40.51,40.7,88.59,68.55,130.07,57.29,2.82,68.63,55.44,24.75,16,35.34
"1032","2017-02-06",30,40.38,40.77,88.4,68.23,131.14,57.25,2.89,68.62,55.29,24.67,16.03,35.05
"1033","2017-02-07",30.29,40.62,41.15,88.46,68.19,130.93,57.06,2.93,69.1,54.93,24.39,15.98,35.03
"1034","2017-02-08",30.4,40.99,41.18,88.4,67.59,133.27,56.98,2.92,69.35,54.57,24.24,16.06,34.98
"1035","2017-02-09",30.62,41.07,41.19,88.93,68.57,133.21,57.63,2.87,69.62,54.81,24.14,15.94,35.16
"1036","2017-02-10",30.56,41.37,41.43,89.83,68.41,133.26,57.58,2.8,69.07,55.27,24.54,15.95,35.65
"1037","2017-02-13",30.83,41.83,41.63,90.33,69.31,133.12,58.22,2.67,69.34,55.59,25.32,16.04,35.92
"1038","2017-02-14",31.23,41.82,41.69,90.71,70.42,132.92,58.44,2.68,68.99,55.47,25.04,15.94,35.93
"1039","2017-02-15",31.34,42.13,41.55,91.36,71.23,132.51,58.41,2.68,71.54,55.7,25.37,15.99,36.2
"1040","2017-02-16",31.3,42.21,41.79,92.05,71.18,132.91,58.4,2.64,71.29,55.12,25.83,16.16,36.35
"1041","2017-02-17",31.39,42.25,42.01,92.65,70.95,132.6,58.49,2.64,71.52,54.76,25.84,16.33,36.76
"1042","2017-02-21",31.61,42.82,42.15,93.28,71.56,132.79,58.37,2.74,71.98,54.85,25.84,16.51,36.95
"1043","2017-02-22",31.71,42.78,42.25,93.17,71.6,135.18,58.25,2.73,71.8,54.2,25.63,16.62,37.16
"1044","2017-02-23",31.58,42.61,42.23,94.87,71.66,134.42,58.49,2.48,71.55,54.77,25.37,16.34,37.55
"1045","2017-02-24",31.61,42.26,42.07,96.3,71.03,134.5,58.49,2.5,71.49,54.3,25.51,16.33,37.73
"1046","2017-02-27",31.67,42.43,42.16,96.05,71.11,135.46,58.13,2.57,71.36,54.61,25.2,16.55,37.32
"1047","2017-02-28",31.68,42.25,41.93,95.9,71.26,134.6,57.91,2.5,71.51,54.46,25.15,16.37,37.23
"1048","2017-03-01",32.33,42.65,42.52,97.19,73.6,136.47,58.78,2.53,71.97,55.6,25.24,16.7,37.52
"1049","2017-03-02",32.14,42.45,42.17,97.01,72.45,135.81,57.93,2.44,71.38,55.79,24.67,16.86,37.49
"1050","2017-03-03",32.33,42.49,42.14,97.14,72.97,136.22,58.15,2.43,71.06,55.23,24.65,16.94,37.32
"1051","2017-03-06",32.22,42.33,42.05,97.07,72.28,136.47,58.17,2.41,70.96,55.47,24.65,16.92,37.21
"1052","2017-03-07",32.27,42.3,42.24,97.17,71.88,136.35,58.29,2.43,70.89,55.27,25.02,17.02,37.24
"1053","2017-03-08",32.15,42.53,42.36,97.38,71.72,136.76,58.82,2.43,70.78,54.27,24.95,17.05,37.25
"1054","2017-03-09",32.07,42.65,42.57,98.83,72,137.28,58.59,2.43,70.93,54.7,24.76,17.23,37.1
"1055","2017-03-10",32.18,42.62,42.75,99.03,71.77,137.83,58.77,2.44,71.51,54.66,24.82,17.57,37.31
"1056","2017-03-13",32.19,42.73,42.9,99.4,71.84,138.63,58.57,2.51,71.69,54.53,25.17,17.58,37.22
"1057","2017-03-14",32.14,42.63,42.97,99.69,71.95,138.35,58.3,2.51,71.45,54.24,24.94,17.41,37.4
"1058","2017-03-15",32.48,42.65,43.09,101.19,72.13,138.75,58.6,2.53,71.76,54.92,25.5,17.54,37.63
"1059","2017-03-16",32.54,42.67,43.17,100.8,72.06,139.02,58.51,2.56,71.8,54.97,25.9,17.34,39.97
"1060","2017-03-17",32.38,42.62,43.29,100.49,71.3,138.87,58.71,2.62,71.45,54.92,26.04,17.24,39.91
"1061","2017-03-20",32.72,42.85,43.07,100.49,70.79,138.97,58.77,2.7,71.62,54.92,26.25,17.25,39.54
"1062","2017-03-21",32.34,42.16,42.19,99.85,68.72,137.55,58.12,2.61,71.6,54.81,25.96,16.84,39.19
"1063","2017-03-22",32.71,42.4,42.17,99.07,68.83,138.62,58.86,2.66,71.44,54.76,26.12,16.95,39.15
"1064","2017-03-23",32.59,42.37,41.67,98.79,68.72,138.56,58.71,2.64,71.27,54.83,26.02,16.91,39.29
"1065","2017-03-24",32.53,42.28,41.44,98.46,68.64,139.37,58.81,2.65,71.11,54.4,26.22,17.07,39.03
"1066","2017-03-27",32.58,42.34,41.61,98.71,68.6,139.35,58.92,2.67,71.05,54.42,26.51,17.08,39.19
"1067","2017-03-28",33.26,42.8,41.72,98.6,69.67,140.78,59.09,2.66,71.26,54.81,26.65,17.23,39.06
"1068","2017-03-29",33.33,43.72,42.17,98.02,69.41,141.66,59.26,2.65,71.14,54.93,26.32,17.25,38.91
"1069","2017-03-30",33.29,43.82,42.16,97.82,70,141.42,59.47,2.7,70.82,56.06,26.43,17.16,39.05
"1070","2017-03-31",33.22,44.33,42.07,97.73,69.07,141.06,59.61,2.69,70.55,54.93,26.24,17.07,38.99
"1071","2017-04-03",33.23,44.58,42.52,97.84,68.82,141.29,59.33,2.67,70.41,54.97,26.28,17.06,38.99
"1072","2017-04-04",33.48,45.34,42.31,97.83,69.05,140.75,59.49,2.49,70.59,55.17,26.26,17.07,38.98
"1073","2017-04-05",33.31,45.46,42.13,97.93,68.16,140.87,59.34,2.47,70.64,55.27,26.29,16.93,38.89
"1074","2017-04-06",33.22,44.91,41.94,98.12,68.39,140.19,59.49,2.48,70.19,55.6,26.26,16.96,38.62
"1075","2017-04-07",33.15,44.74,41.79,98.02,68.15,139.8,59.45,2.47,70.06,55.43,26.27,17.02,38.71
"1076","2017-04-10",33.11,45.35,41.77,97.57,67.92,140.06,59.31,2.41,70.26,55.68,25.99,17,38.63
"1077","2017-04-11",32.75,45.12,41.68,97.47,67.8,138.95,59.27,2.42,70.51,55.48,25.89,16.96,38.78
"1078","2017-04-12",32.79,44.81,41.76,98.4,67.54,138.61,59.04,2.4,70.91,55.57,25.8,16.31,38.78
"1079","2017-04-13",32.62,44.23,41.69,98.08,66.75,138.42,58.79,2.35,70.69,54.71,25.44,16.48,38.63
"1080","2017-04-17",32.8,45.1,42.44,98.65,67.9,140.44,59.27,2.45,70.97,54.64,25.6,16.67,38.88
"1081","2017-04-18",32.66,45.19,42.38,95.59,67.35,139.98,59.18,2.45,71.29,54.28,25.4,16.61,39.08
"1082","2017-04-19",32.53,44.96,42.5,95.24,66.79,141.28,58.87,2.46,70.89,53.91,25.26,16.66,38.79
"1083","2017-04-20",32.94,45.1,42.68,95.63,67.66,142.8,59.28,2.5,70.68,54.26,25.4,17.01,39.09
"1084","2017-04-21",32.9,44.93,42.63,95.54,66.84,142.68,60.1,2.51,70.11,54.04,25.64,16.97,39
"1085","2017-04-24",33.22,45.37,43.62,96.43,69.2,144.46,61.12,2.54,70.85,54.32,26.13,17.25,39.36
"1086","2017-04-25",33.43,45.38,44.11,96.85,69.8,145.47,61.47,2.58,71.21,54.74,26.43,17.4,39.26
"1087","2017-04-26",33.23,45.46,44.12,96.92,69.93,145.54,61.39,2.56,69.42,54.52,26.37,17.28,39.23
"1088","2017-04-27",33.25,45.92,44.24,97.1,69.28,146.68,61.79,2.6,69.38,54.42,26.39,17.39,39.3
"1089","2017-04-28",33.22,46.25,45.88,96.88,68.8,149.21,61.96,2.57,69.09,54.68,26.43,17.22,39.47
"1090","2017-05-01",33.9,47.41,46.29,96.78,68.85,151.4,62.82,2.63,68.9,54.96,26.69,17.26,39.55
"1091","2017-05-02",34.11,47.35,46.5,97.07,68.41,151.72,62.72,2.55,68.22,54.95,27.11,17.58,39.62
"1092","2017-05-03",34.01,47.05,47.07,96.77,68.8,150.75,62.52,2.57,68.38,55.39,27.4,17.53,39.41
"1093","2017-05-04",33.89,46.88,47.38,97.26,68.88,149.8,62.28,2.56,68.4,54.68,27.28,17.42,39.92
"1094","2017-05-05",34.45,46.71,47.16,96.92,68.8,149.2,62.45,2.56,68.44,54.93,27.51,17.66,40.01
"1095","2017-05-08",35.39,47.45,47.58,96.71,68.88,150.01,62.4,2.53,68.48,55.52,27.95,17.55,40
"1096","2017-05-09",35.61,47.64,47.48,96.68,68.6,149.44,62.49,2.54,68.36,55.13,28.3,17.81,39.93
"1097","2017-05-10",35.44,47.45,47.38,96.37,69.14,149.25,62.73,2.99,68.43,55.38,28.3,18.04,39.97
"1098","2017-05-11",35.75,47.38,47.44,96.67,68.93,149,61.96,3.12,68.18,55.85,28.42,18.02,39.64
"1099","2017-05-12",36.25,48.07,47.4,97.02,68.74,149.29,61.89,3.15,68.19,55.81,28.27,18.4,39.57
"1100","2017-05-15",36.16,47.9,47.6,99.65,69.07,149.15,61.94,3.31,68.3,55.98,28.02,18.64,39.78
"1101","2017-05-16",36.1,48.3,47.87,100.26,69.28,148.74,63.18,3.37,68.23,55.81,27.99,18.76,39.76
"1102","2017-05-17",34.89,47.24,46.76,99.4,66.64,143.85,61.43,3.15,68.25,55.43,27.51,18.02,38.83
"1103","2017-05-18",35.42,47.92,47.17,99.63,66.4,146.64,61.64,3.28,67.94,55.27,27.89,18.53,38.78
"1104","2017-05-19",35.54,47.99,47.37,99.65,67.05,147.03,61.62,3.36,68.23,55.39,28.13,18.25,38.9
"1105","2017-05-22",35.76,48.53,47.84,99.86,66.98,147.21,62.31,3.43,68.21,55.63,28.29,18.59,39.18
"1106","2017-05-23",35.72,48.58,48.16,100.06,67.82,147.04,62.52,3.38,68.1,55.83,28.29,18.44,39.12
"1107","2017-05-24",35.61,49.02,48.51,100.05,67.78,149,62.6,3.42,68.44,55.63,28.39,18.68,39.35
"1108","2017-05-25",35.73,49.67,49.22,100.73,67.5,150.91,63.37,3.41,68.72,55.27,28.43,18.78,39.68
"1109","2017-05-26",35.67,49.79,49.29,100.25,67.5,151.07,63.68,3.5,69.03,55.13,28.38,18.81,39.73
"1110","2017-05-30",35.69,49.83,49.43,100.4,66.35,151.32,64.09,3.58,69.15,54.83,28.59,18.7,39.87
"1111","2017-05-31",35.47,49.73,48.98,101.3,64.97,150.41,63.57,3.56,69.7,54.42,28.26,18.67,39.85
"1112","2017-06-01",35.57,49.8,49.04,101.72,65.69,150.48,63.81,3.56,69.73,54.56,28.68,18.29,40.2
"1113","2017-06-02",36.1,50.34,49.43,102.75,65.35,152.54,65.32,3.55,70.09,53.75,28.91,19.84,40.08
"1114","2017-06-05",35.75,50.57,49.82,102.97,65.47,152.56,65.8,3.65,70.21,54.17,29.08,19.66,40.31
"1115","2017-06-06",35.87,50.15,49.46,103.34,65.61,151.75,66.01,3.64,70.26,54.9,29.11,19.79,40.04
"1116","2017-06-07",36.08,50.5,49.7,103.28,66.36,152.06,65.9,3.68,70.23,54.7,29.14,19.83,39.85
"1117","2017-06-08",35.99,50.51,49.84,103.12,67.18,153.64,65.49,3.95,69.51,54.5,29.43,19.88,39.87
"1118","2017-06-09",34.6,48.92,48.14,103.89,68.77,148.56,64.01,3.69,69.75,55.53,28.6,18.97,39.53
"1119","2017-06-12",33.77,48.25,47.73,104.12,68.79,147.41,63.52,3.7,69.81,56.07,28.16,18.92,39.37
"1120","2017-06-13",34.04,49.04,48.16,104.28,69.02,149.63,64.31,3.74,69.67,56.09,28.42,18.94,39.49
"1121","2017-06-14",33.71,48.82,48.03,104.87,68.87,149.21,63.97,3.75,69.97,55.48,28.49,18.75,39.34
"1122","2017-06-15",33.51,48.21,47.65,105.09,68.46,148.76,63.63,3.76,70.72,55.61,28.32,18.63,39.22
"1123","2017-06-16",33.04,49.39,47.57,106.12,68.15,149.6,63.72,3.74,70.94,56.44,28.66,18.5,39.58
"1124","2017-06-19",33.98,49.76,48.4,105.9,69.65,151.81,64.51,3.88,71.1,55.95,28.94,18.88,40.14
"1125","2017-06-20",33.67,49.63,48.09,106.02,69.21,151.19,63.64,3.88,70.91,55.65,28.87,18.79,40.24
"1126","2017-06-21",33.87,50.11,48.56,106.56,68.9,152.84,63.97,3.94,70.73,55.06,29.34,19.19,40.67
"1127","2017-06-22",33.82,50.06,48.46,107.46,68.82,152.34,63.96,3.91,70.44,54.82,29.34,19.11,44.16
"1128","2017-06-23",33.97,50.19,48.93,107.76,68.69,153.99,64.82,3.8,70.75,55.17,29.35,19.2,44.73
"1129","2017-06-26",33.86,49.7,48.24,107.69,68.99,152.52,64.2,3.76,70.7,54.92,29.81,19.01,44.65
"1130","2017-06-27",33.38,48.84,47.05,106.64,69.63,149.54,63,3.62,70.11,54.84,28.96,18.43,44.55
"1131","2017-06-28",33.87,49.52,47.69,105.7,71.03,152.18,63.54,3.75,69.92,55.12,29.17,18.87,44.66
"1132","2017-06-29",33.37,48.8,46.54,104.77,72.08,149.99,62.35,3.62,68.82,54.56,28.72,18.32,44.07
"1133","2017-06-30",33.44,48.4,46.14,104.49,72.28,149.93,62.75,3.57,68.95,54.58,28.85,18.25,44.02
"1134","2017-07-03",33.32,47.68,45.63,104.98,73.75,147.4,62.05,3.44,69.42,55.51,28.78,17.99,43.33
"1135","2017-07-05",33.46,48.57,46.26,105.56,74.49,149.3,62.88,3.53,69.36,54.66,28.73,18.13,43.42
"1136","2017-07-06",33.15,48.26,46.04,104.68,74.25,147.79,62.42,3.54,69.13,54.17,28.47,18.4,42.88
"1137","2017-07-07",33.48,48.94,46.69,104.69,74.63,150.39,63.23,3.62,69.35,54.23,28.58,18.76,43.32
"1138","2017-07-10",33.69,49.82,47.19,103.91,74.1,152.44,63.7,3.79,68.9,54.19,28.88,18.93,43.56
"1139","2017-07-11",33.8,49.71,47.32,103.66,73.82,154.19,63.71,3.85,68.65,54.49,29.19,18.86,43.79
"1140","2017-07-12",33.84,50.33,48.02,104.45,73.56,157.8,64.77,4.01,68.8,54.73,29.45,19.29,44.29
"1141","2017-07-13",34.32,50.03,48.08,104.15,74.03,158.16,65.33,3.97,68.6,54.74,29.83,19.36,44.2
"1142","2017-07-14",34.61,50.09,48.48,104.74,73.35,158.86,66.25,4.07,68.91,54.95,29.91,19.6,44.38
"1143","2017-07-17",34.73,50.5,48.43,104.38,72.67,158.62,66.77,4.05,69.27,54.67,29.63,19.5,44.45
"1144","2017-07-18",34.85,51.22,48.98,106.21,72.42,161.73,66.72,4.1,70.13,54.49,29.6,19.64,44.46
"1145","2017-07-19",35.07,51.34,49.27,106.8,72.52,163,67.23,4.08,70.45,54.66,30.04,19.92,44.94
"1146","2017-07-20",34.91,51.44,49.24,107.87,72.52,163.39,67.56,4.13,70.65,54.67,29.79,19.84,45.05
"1147","2017-07-21",34.9,51.28,49.32,106.88,72.27,163.29,67.17,4.15,70.66,54.17,29.58,19.82,44.76
"1148","2017-07-24",35.32,51.95,49.54,105.06,72.58,164.85,67,4.1,70.31,54,29.89,19.81,44.73
"1149","2017-07-25",35.47,51.99,48.09,104.17,73.79,164.13,67.53,4.08,71.08,54.27,29.79,19.91,45.09
"1150","2017-07-26",35.64,52.64,47.9,103.44,73.1,164.46,67.41,4.13,71.21,54.34,29.89,20.12,45.09
"1151","2017-07-27",34.96,52.3,47.27,103.34,72.8,169.26,66.6,3.99,72.31,54.65,29.85,19.65,44.46
"1152","2017-07-28",34.72,51,47.56,104.15,72.58,171.25,66.49,4.06,71.93,53.82,29.59,19.6,44.32
"1153","2017-07-31",34.54,49.39,46.92,104.83,73,168.08,66.18,4.01,72.42,54.11,29.67,19.31,44
"1154","2017-08-01",34.85,49.81,46.97,104.67,73.98,168.68,66.07,4.06,72.64,54.2,29.57,19.45,44.2
"1155","2017-08-02",36.49,49.79,47.03,104.39,74.04,168.13,65.78,4.06,72.59,54.49,29.76,19.84,43.86
"1156","2017-08-03",36.13,49.35,46.66,105.33,73.55,167.42,65.68,4.11,72.45,54.42,29.53,19.6,44.26
"1157","2017-08-04",36.32,49.38,46.93,105.2,74.48,168.44,66.16,4.13,72.3,54.23,29.73,19.51,44.02
"1158","2017-08-07",36.88,49.61,46.93,104.94,74.76,170.79,65.9,4.25,72.91,54.19,30.36,19.77,43.74
"1159","2017-08-08",37.17,49.49,46.86,104.48,74.49,170.04,66.26,4.2,73.02,54.06,30.28,19.68,43.27
"1160","2017-08-09",37.4,49.1,46.65,105.24,74.37,169.99,65.97,4.25,73.3,54.23,30.09,19.51,43.23
"1161","2017-08-10",36.21,47.85,45.83,105.13,73.31,166.24,65,4.07,73.15,53.91,29.16,18.85,42.38
"1162","2017-08-11",36.71,48.4,46.16,105.13,72.69,166.91,66,3.85,72.83,53.39,29.82,19.12,42.51
"1163","2017-08-14",37.27,49.17,46.59,105.43,73.55,169.57,66.99,4.16,73.08,53.4,29.75,19.65,43.05
"1164","2017-08-15",37.67,49.14,46.55,105.35,73.74,169.81,67.01,4.12,73.52,53.27,30.05,19.86,43.03
"1165","2017-08-16",37.52,48.91,46.86,105.98,73.23,168.82,67.4,4.08,73.71,52.88,29.99,19.84,43.4
"1166","2017-08-17",36.8,48.03,46.04,105.09,72.08,165.75,66.26,3.99,73.42,52.06,29.53,19.34,42.78
"1167","2017-08-18",36.72,47.92,45.96,104.76,72.15,166.25,66.34,3.99,73.73,52.32,29.59,19.53,42.84
"1168","2017-08-21",36.65,47.66,45.7,105.41,72.07,166.62,66.03,3.93,74.05,52.14,29.69,19.54,43.09
"1169","2017-08-22",37.25,48.35,46.67,106.4,72.81,168.46,66.95,4.02,73.99,52.38,30.14,19.98,43.41
"1170","2017-08-23",37.3,47.9,46.78,104.9,72.89,167.54,66.55,4.1,73.71,52.3,30.18,20.12,43.24
"1171","2017-08-24",37.13,47.62,46.49,104.97,72.77,166.58,66.52,4.08,73.58,52.1,30.39,19.97,43.34
"1172","2017-08-25",37.27,47.26,46.18,104.67,73.07,165.17,66.64,4.05,73.77,52.37,30.41,19.23,43.39
"1173","2017-08-28",37.64,47.3,46.06,104.72,72.84,166.08,66.65,4.08,73.73,52.2,30.34,19.05,43.39
"1174","2017-08-29",37.98,47.7,46.44,105.1,72.44,166.88,66.85,4.07,73.61,52.19,30.43,18.93,43.57
"1175","2017-08-30",38.08,48.38,46.83,104.19,72.61,168.74,67.73,4.09,73.26,51.95,30.47,19.26,43.88
